UID,NID
U198181,N90578
U198181,N107080
U198181,N88240
U198181,N86322
U198181,N127916
U198181,N87105
U198181,N58992
U198181,N123353
U198181,N108406
U198181,N108284
U198181,N61999
U198181,N37206
U198181,N49623
U198181,N50489
U198181,N128313
U198181,N15654
U198181,N121782
U198181,N14426
U198181,N81899
U198181,N28668
U198181,N106296
U198181,N121168
U198181,N55635
U198181,N3290
U198181,N4594
U198181,N107878
U198181,N13604
U198181,N119800
U198181,N11192
U198181,N110949
U198181,N91580
U198181,N115750
U198181,N92655
U198181,N109498
U198181,N64710
U198181,N46123
U198181,N74487
U198181,N122561
U198181,N98836
U198181,N88893
U198181,N65655
U198181,N5677
U198181,N36085
U198181,N114848
U198181,N82158
U198181,N15098
U198181,N89408
U198181,N68436
U198181,N87622
U198181,N52677
U198181,N87727
U198181,N117977
U198181,N54618
U198181,N121820
U198181,N57217
U198181,N18515
U198181,N94196
U198181,N101661
U198181,N92108
U198181,N38079
U198181,N118806
U198181,N41926
U198181,N81192
U198181,N103912
U198181,N108312
U198181,N74205
U198181,N74723
U198181,N4066
U198181,N58045
U198181,N64405
U198181,N58200
U198181,N66023
U198181,N20926
U198181,N8995
U198181,N7676
U198181,N111974
U198181,N47834
U198181,N5429
U198181,N40765
U198181,N68273
U198181,N97913
U198181,N84938
U198181,N87202
U198181,N55498
U198181,N48370
U198181,N108115
U198181,N44319
U198181,N19729
U198181,N3604
U198181,N75056
U198181,N106577
U198181,N42630
U198181,N94201
U198181,N110211
U198181,N79081
U198181,N23920
U688033,N127780
U688033,N86280
U688033,N79938
U688033,N76183
U688033,N78998
U688033,N73122
U688033,N49140
U688033,N8869
U688033,N13178
U688033,N85829
U688033,N25268
U688033,N121227
U688033,N63792
U688033,N51724
U688033,N5454
U688033,N86320
U688033,N102025
U688033,N102743
U688033,N62427
U688033,N50907
U688033,N88769
U688033,N7992
U688033,N67776
U688033,N15666
U688033,N119708
U688033,N121560
U688033,N99962
U688033,N39384
U688033,N82348
U688033,N25727
U688033,N107705
U688033,N98573
U688033,N80126
U688033,N127202
U688033,N15890
U688033,N126836
U688033,N129083
U688033,N123743
U688033,N67169
U688033,N50012
U688033,N41459
U688033,N93237
U688033,N122714
U688033,N55780
U688033,N97153
U688033,N79285
U688033,N97753
U688033,N27620
U688033,N15371
U688033,N123480
U688033,N50645
U688033,N96616
U688033,N61928
U688033,N125954
U688033,N107441
U688033,N99733
U688033,N5349
U688033,N4555
U688033,N94405
U688033,N50508
U688033,N118879
U688033,N39401
U688033,N25197
U688033,N3948
U688033,N73408
U688033,N110271
U688033,N81449
U688033,N100832
U688033,N63174
U688033,N6846
U688033,N76983
U688033,N59327
U688033,N78719
U688033,N6238
U688033,N66959
U688033,N79909
U688033,N68472
U688033,N22756
U688033,N49959
U688033,N42763
U688033,N9618
U688033,N23264
U688033,N100821
U688033,N28616
U688033,N107050
U688033,N21743
U688033,N23920
U688033,N53933
U688033,N83933
U688033,N62704
U688033,N19492
U688033,N104737
U688033,N102508
U688033,N37061
U688033,N76476
U688033,N11878
U688033,N8991
U688033,N6668
U688033,N95133
U688033,N36573
U688033,N55558
U688033,N99971
U688033,N86493
U688033,N121592
U688033,N33040
U688033,N72105
U688033,N9970
U688033,N72640
U688033,N50729
U688033,N68728
U688033,N98095
U688033,N107516
U688033,N48449
U688033,N114571
U688033,N118024
U688033,N29035
U688033,N82809
U688033,N100670
U688033,N23899
U688033,N7156
U688033,N22259
U688033,N62210
U688033,N70266
U688033,N18720
U688033,N76887
U688033,N42718
U688033,N66184
U688033,N53998
U688033,N119364
U688033,N58224
U688033,N120031
U688033,N85063
U688033,N90170
U688033,N87236
U688033,N93397
U688033,N104200
U688033,N98691
U688033,N87788
U688033,N108832
U688033,N67369
U688033,N123888
U558001,N107675
U558001,N56841
U558001,N11079
U558001,N64208
U558001,N82779
U558001,N32369
U558001,N41755
U558001,N122047
U558001,N26256
U558001,N4833
U558001,N43255
U558001,N5305
U558001,N31043
U558001,N15667
U558001,N107017
U558001,N116538
U558001,N101775
U558001,N65119
U558001,N69977
U558001,N79619
U558001,N126801
U558001,N28932
U558001,N44747
U558001,N59738
U558001,N90718
U558001,N125244
U558001,N94234
U558001,N48553
U558001,N78879
U558001,N85056
U558001,N99405
U558001,N115743
U558001,N48457
U558001,N6195
U558001,N32467
U558001,N127954
U558001,N22336
U558001,N120745
U558001,N21671
U558001,N31705
U558001,N417
U558001,N23156
U558001,N7391
U558001,N104134
U558001,N16717
U558001,N79743
U558001,N28222
U558001,N31424
U558001,N49474
U558001,N10737
U558001,N37499
U558001,N80126
U558001,N30276
U558001,N14599
U558001,N111689
U558001,N44569
U558001,N34697
U558001,N9892
U558001,N7100
U558001,N48426
U558001,N24786
U558001,N6923
U558001,N93420
U558001,N1143
U558001,N12528
U558001,N79687
U558001,N64710
U558001,N93049
U558001,N76083
U558001,N104927
U558001,N78144
U558001,N32890
U558001,N48804
U558001,N71665
U558001,N127487
U558001,N101921
U558001,N44781
U558001,N126736
U558001,N95039
U558001,N63174
U558001,N75973
U558001,N81592
U558001,N26005
U558001,N5632
U558001,N123951
U558001,N128152
U558001,N58279
U558001,N13223
U558001,N72590
U558001,N6846
U558001,N66666
U558001,N66959
U558001,N102674
U558001,N35016
U558001,N97161
U558001,N13674
U558001,N51697
U558001,N45740
U558001,N30069
U558001,N89408
U558001,N43418
U558001,N54360
U558001,N123551
U558001,N51431
U558001,N71165
U558001,N94876
U558001,N91709
U558001,N107828
U558001,N99745
U558001,N126498
U558001,N46186
U558001,N21131
U558001,N77988
U558001,N72976
U558001,N72164
U558001,N18966
U558001,N60218
U558001,N118052
U558001,N96167
U558001,N121662
U558001,N93685
U558001,N129046
U558001,N103612
U558001,N37909
U558001,N100670
U558001,N56409
U558001,N29035
U558001,N63494
U558001,N82045
U558001,N35053
U558001,N21128
U558001,N5181
U558001,N78130
U558001,N3545
U558001,N87871
U558001,N15414
U558001,N5436
U558001,N76887
U558001,N42718
U558001,N73222
U558001,N5326
U558001,N9651
U558001,N26986
U558001,N9929
U558001,N66356
U558001,N15491
U558001,N1713
U558001,N116063
U558001,N33153
U558001,N40009
U558001,N59952
U558001,N55129
U558001,N79996
U558001,N52547
U558001,N108810
U558001,N64035
U558001,N31494
U558001,N53233
U558001,N50684
U558001,N49994
U558001,N22660
U558001,N97629
U558001,N39359
U558001,N49192
U558001,N106577
U558001,N113579
U558001,N76207
U558001,N65661
U558001,N96818
U558001,N39925
U558001,N46693
U558001,N76275
U558001,N35636
U558001,N103633
U558001,N56534
U558001,N127263
U558001,N93681
U558001,N26404
U527617,N104879
U527617,N77001
U527617,N40823
U527617,N31493
U527617,N26115
U527617,N56353
U527617,N18389
U527617,N79511
U527617,N42825
U527617,N78356
U527617,N128930
U527617,N114369
U527617,N60036
U527617,N103263
U527617,N59893
U527617,N33543
U527617,N27779
U527617,N100847
U527617,N23925
U527617,N64890
U527617,N121551
U527617,N77651
U527617,N104760
U527617,N33446
U527617,N53584
U527617,N10202
U527617,N85056
U527617,N129764
U527617,N76596
U527617,N82845
U527617,N127337
U527617,N130269
U527617,N94295
U527617,N26691
U527617,N124922
U527617,N37636
U527617,N86322
U527617,N16463
U527617,N39625
U527617,N118745
U527617,N43885
U527617,N101274
U527617,N91944
U527617,N49620
U527617,N39375
U527617,N34016
U527617,N106288
U527617,N10026
U527617,N99640
U527617,N17768
U527617,N52736
U527617,N78667
U527617,N21173
U527617,N46056
U527617,N51471
U527617,N86711
U527617,N1715
U527617,N25333
U527617,N69442
U527617,N81982
U527617,N117120
U527617,N36062
U527617,N34027
U527617,N7294
U527617,N62880
U527617,N10097
U527617,N3565
U527617,N66602
U527617,N89398
U527617,N98405
U527617,N130011
U527617,N1940
U527617,N58318
U527617,N116035
U527617,N98680
U527617,N102174
U527617,N50888
U527617,N62420
U527617,N53923
U527617,N106025
U527617,N51893
U527617,N115482
U527617,N18399
U527617,N17892
U527617,N104654
U527617,N14121
U527617,N29707
U527617,N118461
U527617,N75136
U527617,N104083
U527617,N24786
U527617,N89422
U527617,N92569
U527617,N14600
U527617,N67133
U527617,N79724
U527617,N50645
U527617,N107441
U527617,N84642
U527617,N108752
U527617,N8387
U527617,N28740
U527617,N67210
U527617,N16070
U527617,N113688
U527617,N129836
U527617,N81449
U527617,N11266
U527617,N31595
U527617,N72590
U527617,N51697
U527617,N36911
U527617,N127452
U527617,N13674
U527617,N23939
U527617,N129624
U527617,N64769
U527617,N41491
U527617,N110373
U527617,N54360
U527617,N118764
U527617,N105366
U527617,N74056
U527617,N129610
U527617,N56703
U527617,N112642
U527617,N78760
U527617,N23846
U527617,N37061
U527617,N119126
U527617,N88674
U527617,N88809
U527617,N93769
U527617,N21239
U527617,N35047
U527617,N64469
U527617,N103116
U527617,N54978
U527617,N17437
U527617,N15611
U527617,N81921
U527617,N33198
U527617,N36778
U527617,N73522
U527617,N39567
U527617,N75836
U527617,N106746
U527617,N73222
U527617,N125960
U527617,N90966
U527617,N127528
U527617,N119743
U527617,N40765
U527617,N71022
U527617,N33153
U527617,N16125
U527617,N115060
U527617,N96343
U527617,N112687
U527617,N102132
U527617,N5145
U527617,N106476
U527617,N43087
U527617,N1960
U527617,N78696
U527617,N104060
U527617,N969
U527617,N110408
U527617,N34374
U527617,N50676
U527617,N97629
U527617,N125910
U527617,N71703
U527617,N82055
U527617,N24099
U527617,N99474
U527617,N20285
U527617,N56534
U527617,N59280
U527617,N95066
U527617,N9835
U527617,N18582
U527617,N37338
U527617,N61044
U527617,N48501
U585793,N7154
U585793,N115221
U585793,N51724
U585793,N93011
U585793,N81553
U585793,N63918
U585793,N52911
U585793,N1296
U585793,N118535
U585793,N56927
U585793,N60001
U585793,N18601
U585793,N71593
U585793,N104312
U585793,N75793
U585793,N129083
U585793,N50012
U585793,N79285
U585793,N97753
U585793,N14200
U585793,N30378
U585793,N101377
U585793,N104200
U585793,N116473
U585793,N102605
U585793,N79984
U585793,N106545
U585793,N72579
U585793,N18399
U585793,N44660
U585793,N116438
U585793,N56855
U585793,N81080
U585793,N44185
U585793,N14750
U585793,N96437
U585793,N123325
U585793,N125457
U585793,N48447
U585793,N82747
U585793,N5484
U585793,N4562
U585793,N121101
U585793,N11563
U585793,N63287
U585793,N62105
U585793,N84959
U585793,N463
U585793,N22374
U585793,N22562
U585793,N92573
U585793,N95683
U585793,N73408
U585793,N3948
U585793,N100655
U585793,N120578
U585793,N72408
U585793,N70277
U585793,N36573
U585793,N29466
U585793,N5674
U585793,N126673
U585793,N86208
U585793,N120860
U585793,N51182
U585793,N64593
U585793,N23264
U585793,N112333
U585793,N79909
U585793,N32984
U585793,N107394
U585793,N53933
U585793,N37061
U585793,N112642
U585793,N102508
U585793,N121592
U585793,N95423
U585793,N75132
U585793,N59683
U585793,N119126
U585793,N91570
U585793,N124752
U585793,N68481
U585793,N127455
U585793,N121565
U585793,N72976
U585793,N107516
U585793,N57217
U585793,N71977
U585793,N28765
U585793,N122008
U585793,N118081
U585793,N66851
U585793,N54393
U585793,N114571
U585793,N17725
U585793,N1313
U585793,N111211
U585793,N6696
U585793,N11631
U585793,N71643
U585793,N91597
U585793,N79062
U585793,N128003
U585793,N99971
U585793,N37433
U585793,N14726
U585793,N9613
U585793,N90946
U585793,N116427
U585793,N114767
U585793,N66044
U585793,N48948
U585793,N107191
U585793,N63186
U585793,N82365
U585793,N102857
U585793,N76707
U585793,N112043
U585793,N48177
U585793,N102039
U585793,N25053
U585793,N54731
U585793,N59012
U585793,N119384
U585793,N58200
U585793,N29175
U585793,N98593
U585793,N33198
U585793,N12350
U585793,N108387
U585793,N70022
U585793,N99797
U585793,N120031
U585793,N20901
U585793,N67497
U585793,N117401
U585793,N11397
U585793,N114698
U585793,N111291
U585793,N82649
U585793,N23688
U585793,N59976
U585793,N93366
U585793,N63120
U585793,N4858
U585793,N77605
U585793,N8790
U585793,N86632
U585793,N67369
U585793,N126000
U585793,N48501
U585793,N50858
U585793,N104430
U585793,N62115
U585793,N84923
U585793,N97862
U585793,N59115
U585793,N64021
U585793,N27703
U585793,N116845
U585793,N113149
U328177,N58652
U328177,N84960
U328177,N59820
U328177,N9740
U328177,N63858
U328177,N15630
U328177,N127175
U328177,N75286
U328177,N5128
U328177,N93136
U328177,N72493
U328177,N36604
U328177,N16078
U328177,N55903
U328177,N113547
U328177,N128965
U328177,N85484
U328177,N31043
U328177,N104938
U328177,N106123
U328177,N48215
U328177,N71460
U328177,N9375
U328177,N85005
U328177,N108621
U328177,N28363
U328177,N454
U328177,N48149
U328177,N98238
U328177,N72571
U328177,N83480
U328177,N89374
U328177,N20333
U328177,N93328
U328177,N17183
U328177,N44556
U328177,N6718
U328177,N16755
U328177,N121168
U328177,N129320
U328177,N54006
U328177,N6096
U328177,N129378
U328177,N52842
U328177,N738
U328177,N105888
U328177,N104779
U328177,N99202
U328177,N100119
U328177,N71728
U328177,N31424
U328177,N19735
U328177,N11879
U328177,N124532
U328177,N94577
U328177,N103058
U328177,N98494
U328177,N101597
U328177,N69936
U328177,N36785
U328177,N79285
U328177,N24786
U328177,N105191
U328177,N6793
U328177,N2927
U328177,N96616
U328177,N119107
U328177,N102876
U328177,N15601
U328177,N93049
U328177,N44781
U328177,N5068
U328177,N73963
U328177,N59351
U328177,N94499
U328177,N81449
U328177,N45740
U328177,N50441
U328177,N121643
U328177,N30267
U328177,N115073
U328177,N96156
U328177,N78719
U328177,N5967
U328177,N9690
U328177,N23264
U328177,N79909
U328177,N11878
U328177,N104737
U328177,N82746
U328177,N21239
U328177,N72976
U328177,N71977
U328177,N76778
U328177,N45758
U328177,N10996
U328177,N117587
U328177,N71643
U328177,N11841
U328177,N70067
U328177,N119215
U328177,N126136
U328177,N24446
U328177,N12724
U328177,N41377
U328177,N35613
U328177,N84534
U328177,N120926
U328177,N74324
U328177,N93066
U328177,N48926
U328177,N61321
U328177,N4066
U328177,N76018
U328177,N23929
U328177,N94407
U328177,N5042
U328177,N48244
U328177,N129316
U328177,N54972
U328177,N63066
U328177,N104558
U328177,N66611
U328177,N149
U328177,N87115
U328177,N59033
U328177,N1886
U328177,N14979
U328177,N36379
U328177,N1713
U328177,N106168
U328177,N114627
U328177,N81364
U328177,N108701
U328177,N10490
U328177,N59032
U328177,N51596
U328177,N1960
U328177,N59936
U328177,N103150
U328177,N108832
U328177,N17037
U328177,N34374
U328177,N7448
U328177,N110258
U328177,N49200
U328177,N36076
U328177,N55235
U328177,N48501
U328177,N62003
U328177,N65304
U328177,N31055
U328177,N31323
U500221,N9208
U500221,N36761
U500221,N71496
U500221,N126397
U500221,N3393
U500221,N3560
U500221,N57676
U500221,N5128
U500221,N127175
U500221,N92279
U500221,N29136
U500221,N124157
U500221,N104200
U500221,N109867
U500221,N67397
U500221,N9375
U500221,N103933
U500221,N16249
U500221,N94826
U500221,N90578
U500221,N8269
U500221,N85428
U500221,N100503
U500221,N59738
U500221,N44156
U500221,N98238
U500221,N42209
U500221,N49347
U500221,N113417
U500221,N88650
U500221,N102743
U500221,N3435
U500221,N24783
U500221,N129214
U500221,N116319
U500221,N117234
U500221,N37469
U500221,N107401
U500221,N127177
U500221,N72551
U500221,N82348
U500221,N52595
U500221,N77367
U500221,N72212
U500221,N80126
U500221,N25727
U500221,N61138
U500221,N4289
U500221,N125377
U500221,N113192
U500221,N79285
U500221,N15371
U500221,N96616
U500221,N4555
U500221,N22748
U500221,N116097
U500221,N63180
U500221,N99733
U500221,N50645
U500221,N5349
U500221,N2927
U500221,N90686
U500221,N79071
U500221,N25363
U500221,N116068
U500221,N92079
U500221,N61712
U500221,N15047
U500221,N83642
U500221,N23958
U500221,N120613
U500221,N77216
U500221,N36573
U500221,N60457
U500221,N100091
U500221,N96533
U500221,N21312
U500221,N53933
U500221,N104737
U500221,N45083
U500221,N11878
U500221,N76476
U500221,N72640
U500221,N73797
U500221,N6930
U500221,N110158
U500221,N23408
U500221,N809
U500221,N45298
U500221,N86394
U500221,N3285
U500221,N98095
U500221,N92159
U500221,N75678
U500221,N86524
U500221,N64007
U500221,N127267
U500221,N105097
U500221,N91597
U500221,N30437
U500221,N24446
U500221,N26260
U500221,N60418
U500221,N119087
U500221,N45257
U500221,N87236
U500221,N51804
U500221,N124482
U500221,N99111
U500221,N86388
U500221,N85278
U500221,N26417
U500221,N18904
U500221,N1713
U500221,N67497
U500221,N15167
U500221,N58220
U500221,N50653
U500221,N22633
U500221,N8255
U500221,N85700
U500221,N121740
U500221,N123548
U500221,N79926
U500221,N107322
U500221,N45631
U500221,N75492
U500221,N109990
U500221,N78280
U500221,N83062
U500221,N11479
U500221,N72133
U500221,N82899
U500221,N3066
U500221,N46944
U500221,N45931
U500221,N104430
U500221,N51166
U500221,N50536
U500221,N101119
U500221,N109238
U326845,N128643
U326845,N113476
U326845,N12194
U326845,N22328
U326845,N85722
U326845,N83597
U326845,N63078
U326845,N48215
U326845,N3708
U326845,N108217
U326845,N5305
U326845,N102357
U326845,N80407
U326845,N127920
U326845,N66443
U326845,N37175
U326845,N21287
U326845,N101775
U326845,N71082
U326845,N19193
U326845,N129128
U326845,N2661
U326845,N67664
U326845,N4169
U326845,N67715
U326845,N30299
U326845,N105582
U326845,N65119
U326845,N85659
U326845,N99193
U326845,N52641
U326845,N104760
U326845,N1128
U326845,N99191
U326845,N33333
U326845,N66687
U326845,N47101
U326845,N26663
U326845,N103181
U326845,N59977
U326845,N108116
U326845,N105475
U326845,N5163
U326845,N130269
U326845,N15471
U326845,N66861
U326845,N88388
U326845,N43585
U326845,N105110
U326845,N50489
U326845,N51450
U326845,N72241
U326845,N2141
U326845,N93682
U326845,N73039
U326845,N93624
U326845,N76306
U326845,N65823
U326845,N46496
U326845,N27307
U326845,N83979
U326845,N58992
U326845,N99789
U326845,N127780
U326845,N42209
U326845,N122766
U326845,N79938
U326845,N41143
U326845,N90686
U326845,N46069
U326845,N73122
U326845,N96437
U326845,N35005
U326845,N118762
U326845,N31140
U326845,N123353
U326845,N120680
U326845,N63237
U326845,N64693
U326845,N121227
U326845,N49511
U326845,N127916
U326845,N49347
U326845,N111794
U326845,N55318
U326845,N29941
U326845,N107151
U326845,N104181
U326845,N16502
U326845,N52911
U326845,N28049
U326845,N127773
U326845,N42994
U326845,N74586
U326845,N24894
U326845,N126673
U326845,N16717
U326845,N102743
U326845,N27107
U326845,N35856
U326845,N63295
U326845,N4594
U326845,N24885
U326845,N5454
U326845,N120773
U326845,N59752
U326845,N50086
U326845,N51724
U326845,N39011
U326845,N10568
U326845,N121901
U326845,N99245
U326845,N60124
U326845,N5831
U326845,N49721
U326845,N8427
U326845,N107401
U326845,N19519
U326845,N127336
U326845,N69442
U326845,N57215
U326845,N3763
U326845,N7391
U326845,N67526
U326845,N61262
U326845,N107594
U326845,N81982
U326845,N24563
U326845,N106383
U326845,N47688
U326845,N47513
U326845,N86440
U326845,N26374
U326845,N7992
U326845,N120866
U326845,N43428
U326845,N110075
U326845,N117234
U326845,N125141
U326845,N1816
U326845,N126226
U326845,N51964
U326845,N71728
U326845,N26044
U326845,N93512
U326845,N60001
U326845,N127225
U326845,N469
U326845,N41129
U326845,N112665
U326845,N79746
U326845,N127644
U326845,N8063
U326845,N95439
U326845,N63681
U326845,N67242
U326845,N94577
U326845,N22764
U326845,N49136
U326845,N97461
U326845,N41228
U326845,N105690
U326845,N84959
U326845,N85101
U326845,N118768
U326845,N11879
U326845,N59828
U326845,N88635
U326845,N103347
U326845,N30729
U326845,N19735
U326845,N7052
U326845,N93576
U326845,N49839
U326845,N119710
U326845,N110888
U326845,N35689
U326845,N127923
U326845,N80126
U326845,N5061
U326845,N98573
U326845,N107705
U326845,N67187
U326845,N105144
U326845,N54948
U326845,N34207
U326845,N56927
U326845,N82348
U326845,N91580
U326845,N25034
U326845,N127177
U326845,N75821
U326845,N50614
U326845,N116035
U326845,N87055
U326845,N56855
U326845,N120650
U326845,N18601
U326845,N15890
U326845,N40228
U326845,N94765
U326845,N74285
U326845,N1632
U326845,N84961
U326845,N33121
U326845,N7673
U326845,N127530
U326845,N123587
U326845,N62105
U326845,N79285
U326845,N122167
U326845,N28597
U326845,N37444
U326845,N99295
U326845,N44660
U326845,N69948
U326845,N50645
U326845,N54416
U326845,N82747
U326845,N61928
U326845,N14200
U326845,N60132
U326845,N105840
U326845,N67210
U326845,N52780
U326845,N99733
U326845,N104550
U326845,N3858
U326845,N26773
U326845,N16070
U326845,N102399
U326845,N92573
U326845,N125954
U326845,N70079
U326845,N25197
U326845,N73408
U326845,N44185
U326845,N3948
U326845,N77775
U326845,N120627
U326845,N102941
U326845,N23655
U326845,N96968
U326845,N42137
U326845,N121101
U326845,N25020
U326845,N44913
U326845,N20591
U326845,N65589
U326845,N93049
U326845,N31109
U326845,N46123
U326845,N84120
U326845,N121937
U326845,N65199
U326845,N51182
U326845,N1229
U326845,N98125
U326845,N80027
U326845,N86208
U326845,N107397
U326845,N49594
U326845,N84662
U326845,N63174
U326845,N46741
U326845,N66666
U326845,N90679
U326845,N103224
U326845,N101296
U326845,N129677
U326845,N82405
U326845,N24344
U326845,N118005
U326845,N110560
U326845,N125277
U326845,N112333
U326845,N79909
U326845,N23264
U326845,N108352
U326845,N61256
U326845,N95732
U326845,N111156
U326845,N56437
U326845,N39715
U326845,N84142
U326845,N123427
U326845,N67920
U326845,N47655
U326845,N83933
U326845,N57255
U326845,N114712
U326845,N1388
U326845,N54360
U326845,N58653
U326845,N52465
U326845,N74161
U326845,N126812
U326845,N95133
U326845,N121592
U326845,N75132
U326845,N122773
U326845,N124800
U326845,N112642
U326845,N82746
U326845,N23846
U326845,N8243
U326845,N9970
U326845,N119609
U326845,N53526
U326845,N114336
U326845,N112751
U326845,N6930
U326845,N72105
U326845,N45298
U326845,N50729
U326845,N98095
U326845,N114571
U326845,N3791
U326845,N47460
U326845,N84799
U326845,N88104
U326845,N27789
U326845,N85544
U326845,N54393
U326845,N78130
U326845,N116869
U326845,N8887
U326845,N37820
U326845,N42284
U326845,N96099
U326845,N46644
U326845,N71952
U326845,N23666
U326845,N25082
U326845,N41683
U326845,N294
U326845,N71643
U326845,N56409
U326845,N88787
U326845,N10187
U326845,N100670
U326845,N23706
U326845,N91597
U326845,N40584
U326845,N7156
U326845,N14726
U326845,N81921
U326845,N125184
U326845,N3188
U326845,N68651
U326845,N19432
U326845,N82045
U326845,N117477
U326845,N5875
U326845,N64162
U326845,N53766
U326845,N94407
U326845,N63630
U326845,N104498
U326845,N96915
U326845,N68097
U326845,N77135
U326845,N64926
U326845,N5436
U326845,N66184
U326845,N92244
U326845,N106746
U326845,N91349
U326845,N76887
U326845,N74638
U326845,N31079
U326845,N63066
U326845,N1014
U326845,N99
U326845,N108809
U326845,N79026
U326845,N81364
U326845,N66700
U326845,N95139
U326845,N18904
U326845,N1713
U326845,N120031
U326845,N61523
U326845,N36379
U326845,N78609
U326845,N98691
U326845,N90170
U326845,N86203
U326845,N20192
U326845,N4045
U326845,N55437
U326845,N9450
U326845,N89908
U326845,N80905
U326845,N108518
U326845,N20375
U326845,N99797
U326845,N17678
U326845,N80506
U326845,N87951
U326845,N27680
U326845,N70022
U326845,N76785
U326845,N104068
U326845,N86231
U326845,N26863
U326845,N53650
U326845,N96343
U326845,N126027
U326845,N115500
U326845,N112687
U326845,N55498
U326845,N112615
U326845,N43087
U326845,N67174
U326845,N128705
U326845,N38567
U326845,N60544
U326845,N81105
U326845,N48666
U326845,N70848
U326845,N90742
U326845,N61047
U326845,N33865
U326845,N79547
U326845,N79926
U326845,N110434
U326845,N41709
U326845,N93366
U326845,N106577
U326845,N107322
U326845,N118813
U326845,N114787
U326845,N12800
U326845,N46824
U326845,N34516
U326845,N83062
U326845,N107511
U326845,N34374
U326845,N37395
U326845,N125910
U326845,N82275
U326845,N27828
U326845,N22660
U326845,N63120
U326845,N109512
U326845,N116736
U326845,N16217
U326845,N54307
U326845,N75342
U326845,N127001
U326845,N35921
U326845,N66107
U326845,N24115
U326845,N73212
U326845,N77605
U326845,N37373
U326845,N14293
U326845,N7299
U326845,N95066
U326845,N28592
U326845,N48501
U326845,N126000
U326845,N59280
U326845,N127375
U326845,N50536
U326845,N709
U326845,N39569
U326845,N8159
U326845,N101119
U326845,N57778
U657937,N92279
U657937,N106218
U657937,N9686
U657937,N116312
U657937,N87642
U657937,N9740
U657937,N24702
U657937,N128643
U657937,N27332
U657937,N128965
U657937,N128930
U657937,N9375
U657937,N108621
U657937,N68563
U657937,N80334
U657937,N95072
U657937,N59014
U657937,N112324
U657937,N124344
U657937,N112790
U657937,N94738
U657937,N76970
U657937,N49347
U657937,N78998
U657937,N90949
U657937,N16038
U657937,N28921
U657937,N124555
U657937,N15533
U657937,N126328
U657937,N3290
U657937,N32221
U657937,N60165
U657937,N24885
U657937,N37988
U657937,N29786
U657937,N95184
U657937,N113195
U657937,N3435
U657937,N62427
U657937,N18755
U657937,N105888
U657937,N1220
U657937,N26271
U657937,N127644
U657937,N24218
U657937,N35269
U657937,N116473
U657937,N4104
U657937,N110949
U657937,N19735
U657937,N82348
U657937,N65102
U657937,N80126
U657937,N16349
U657937,N14648
U657937,N90335
U657937,N67187
U657937,N44960
U657937,N40228
U657937,N4289
U657937,N18399
U657937,N4133
U657937,N117592
U657937,N29910
U657937,N50645
U657937,N12363
U657937,N44524
U657937,N98443
U657937,N77566
U657937,N92890
U657937,N5674
U657937,N57583
U657937,N130138
U657937,N41172
U657937,N83742
U657937,N4810
U657937,N92079
U657937,N113260
U657937,N32995
U657937,N68431
U657937,N56204
U657937,N114848
U657937,N55064
U657937,N101423
U657937,N30069
U657937,N91199
U657937,N118005
U657937,N95131
U657937,N116167
U657937,N123427
U657937,N94492
U657937,N54618
U657937,N117782
U657937,N120484
U657937,N106411
U657937,N52137
U657937,N11714
U657937,N98095
U657937,N89631
U657937,N108334
U657937,N16510
U657937,N28958
U657937,N88787
U657937,N113698
U657937,N83042
U657937,N33198
U657937,N74723
U657937,N95088
U657937,N127563
U657937,N104558
U657937,N127754
U657937,N91968
U657937,N126027
U657937,N73149
U657937,N112731
U657937,N55498
U657937,N117886
U657937,N82891
U657937,N56099
U657937,N94853
U657937,N44257
U657937,N50653
U657937,N94180
U657937,N41709
U657937,N45068
U657937,N59976
U657937,N63476
U657937,N107322
U657937,N88019
U657937,N64235
U657937,N78654
U683785,N33154
U683785,N94734
U683785,N92366
U683785,N40446
U683785,N122359
U683785,N36423
U683785,N107906
U683785,N128643
U683785,N38742
U683785,N65259
U683785,N120986
U683785,N32067
U683785,N28777
U683785,N8085
U683785,N62944
U683785,N92085
U683785,N104938
U683785,N105582
U683785,N63078
U683785,N118057
U683785,N112909
U683785,N15015
U683785,N32221
U683785,N48215
U683785,N65524
U683785,N74601
U683785,N62401
U683785,N85102
U683785,N99640
U683785,N748
U683785,N50489
U683785,N64518
U683785,N3763
U683785,N62427
U683785,N54948
U683785,N18601
U683785,N102399
U683785,N92655
U683785,N98403
U683785,N44134
U683785,N56855
U683785,N72212
U683785,N62105
U683785,N22764
U683785,N116035
U683785,N55731
U683785,N31357
U683785,N56927
U683785,N43764
U683785,N37795
U683785,N70932
U683785,N4289
U683785,N67133
U683785,N86013
U683785,N5026
U683785,N32756
U683785,N10744
U683785,N83823
U683785,N28597
U683785,N52839
U683785,N56768
U683785,N25951
U683785,N65589
U683785,N78131
U683785,N23880
U683785,N11543
U683785,N129143
U683785,N77775
U683785,N63490
U683785,N59645
U683785,N47269
U683785,N60457
U683785,N19433
U683785,N100033
U683785,N118005
U683785,N46656
U683785,N71112
U683785,N54416
U683785,N36782
U683785,N45083
U683785,N71922
U683785,N129677
U683785,N101296
U683785,N114848
U683785,N13872
U683785,N60
U683785,N44148
U683785,N97825
U683785,N15375
U683785,N100420
U683785,N63174
